일자,종가,대비,등락률,PER,선행 PER,PBR,배당수익률
"2021/06/01","3221.87","17.95","0.56","26.84","0","1.30","1.78"
"2021/05/31","3203.92","15.19","0.48","26.69","0","1.29","1.79"
"2021/05/28","3188.73","23.22","0.73","26.56","0","1.29","1.80"
"2021/05/27","3165.51","-2.92","-0.09","26.43","0","1.28","1.81"
"2021/05/26","3168.43","-2.89","-0.09","26.46","0","1.28","1.80"
"2021/05/25","3171.32","27.02","0.86","26.48","0","1.28","1.80"
"2021/05/24","3144.30","-12.12","-0.38","26.25","0","1.27","1.82"
"2021/05/21","3156.42","-5.86","-0.19","26.39","0","1.28","1.81"
"2021/05/20","3162.28","-10.77","-0.34","26.44","0","1.28","1.81"
"2021/05/18","3173.05","38.53","1.23","26.53","0","1.28","1.80"
"2021/05/17","3134.52","-18.80","-0.60","26.20","0","1.27","1.82"
"2021/05/14","3153.32","31.21","1.00","26.36","0","1.28","1.81"
"2021/05/13","3122.11","-39.55","-1.25","26.09","0","1.26","1.83"
"2021/05/12","3161.66","-47.77","-1.49","26.46","0","1.28","1.80"
"2021/05/11","3209.43","-39.87","-1.23","26.75","0","1.30","1.79"
"2021/05/10","3249.30","52.10","1.63","27.07","0","1.31","1.76"
"2021/05/07","3197.20","18.46","0.58","26.63","0","1.29","1.79"
"2021/05/06","3178.74","31.37","1.00","26.48","0","1.28","1.80"
"2021/05/04","3147.37","20.17","0.64","26.22","0","1.27","1.82"
"2021/05/03","3127.20","-20.66","-0.66","26.05","0","1.26","1.83"
"2021/04/30","3147.86","-26.21","-0.83","32.60","0","1.28","1.34"
"2021/04/29","3174.07","-7.40","-0.23","32.87","0","1.29","1.33"
"2021/04/28","3181.47","-33.95","-1.06","32.94","0","1.29","1.32"
"2021/04/27","3215.42","-2.11","-0.07","33.30","0","1.31","1.31"
"2021/04/26","3217.53","31.43","0.99","33.32","0","1.31","1.31"
"2021/04/23","3186.10","8.58","0.27","32.99","0","1.30","1.32"
"2021/04/22","3177.52","5.86","0.18","32.92","0","1.29","1.32"
"2021/04/21","3171.66","-49.04","-1.52","32.85","0","1.29","1.33"
"2021/04/20","3220.70","21.86","0.68","33.35","0","1.31","1.31"
"2021/04/19","3198.84","0.22","0.01","33.12","0","1.30","1.32"
"2021/04/16","3198.62","4.29","0.13","33.12","0","1.30","1.32"
"2021/04/15","3194.33","11.95","0.38","33.07","0","1.30","1.32"
"2021/04/14","3182.38","13.30","0.42","32.95","0","1.29","1.32"
"2021/04/13","3169.08","33.49","1.07","32.79","0","1.29","1.33"
"2021/04/12","3135.59","3.71","0.12","32.44","0","1.27","1.34"
"2021/04/09","3131.88","-11.38","-0.36","32.40","0","1.27","1.35"
"2021/04/08","3143.26","5.85","0.19","32.52","0","1.28","1.34"
"2021/04/07","3137.41","10.33","0.33","32.46","0","1.27","1.34"
"2021/04/06","3127.08","6.25","0.20","32.35","0","1.27","1.35"
"2021/04/05","3120.83","8.03","0.26","32.29","0","1.27","1.35"
"2021/04/02","3112.80","25.40","0.82","32.20","0","1.26","1.35"
"2021/04/01","3087.40","25.98","0.85","31.94","0","1.25","1.36"
"2021/03/31","3061.42","-8.58","-0.28","31.67","0","1.24","1.38"
"2021/03/30","3070.00","33.96","1.12","31.75","0","1.25","1.37"
"2021/03/29","3036.04","-4.97","-0.16","31.40","0","1.23","1.39"
"2021/03/26","3041.01","32.68","1.09","31.45","0","1.24","1.39"
"2021/03/25","3008.33","11.98","0.40","31.12","0","1.22","1.40"
"2021/03/24","2996.35","-8.39","-0.28","31.00","0","1.22","1.41"
"2021/03/23","3004.74","-30.72","-1.01","31.09","0","1.22","1.40"
"2021/03/22","3035.46","-4.07","-0.13","31.41","0","1.23","1.39"
"2021/03/19","3039.53","-26.48","-0.86","31.45","0","1.24","1.39"
"2021/03/18","3066.01","18.51","0.61","31.53","0","1.24","1.38"
"2021/03/17","3047.50","-19.67","-0.64","31.34","0","1.23","1.39"
"2021/03/16","3067.17","21.46","0.70","31.54","0","1.24","1.38"
"2021/03/15","3045.71","-8.68","-0.28","31.32","0","1.23","1.39"
"2021/03/12","3054.39","40.69","1.35","31.41","0","1.23","1.39"
"2021/03/11","3013.70","55.58","1.88","30.99","0","1.22","1.41"
"2021/03/10","2958.12","-18.00","-0.60","30.42","0","1.19","1.43"
"2021/03/09","2976.12","-19.99","-0.67","30.60","0","1.20","1.43"
"2021/03/08","2996.11","-30.15","-1.00","30.81","0","1.21","1.42"
"2021/03/05","3026.26","-17.23","-0.57","31.12","0","1.22","1.40"
"2021/03/04","3043.49","-39.50","-1.28","31.30","0","1.23","1.39"
"2021/03/03","3082.99","39.12","1.29","31.71","0","1.25","1.38"
"2021/03/02","3043.87","30.92","1.03","31.30","0","1.23","1.39"
"2021/02/26","3012.95","-86.74","-2.80","30.98","0","1.22","1.41"
"2021/02/25","3099.69","104.71","3.50","31.88","0","1.25","1.37"
"2021/02/24","2994.98","-75.11","-2.45","30.80","0","1.21","1.42"
"2021/02/23","3070.09","-9.66","-0.31","31.57","0","1.24","1.38"
"2021/02/22","3079.75","-27.87","-0.90","31.67","0","1.24","1.38"
"2021/02/19","3107.62","20.96","0.68","31.96","0","1.25","1.36"
"2021/02/18","3086.66","-47.07","-1.50","31.74","0","1.25","1.37"
"2021/02/17","3133.73","-29.52","-0.93","32.22","0","1.27","1.35"
"2021/02/16","3163.25","16.25","0.52","32.53","0","1.28","1.34"
"2021/02/15","3147.00","46.42","1.50","32.36","0","1.27","1.35"
"2021/02/10","3100.58","15.91","0.52","31.88","0","1.25","1.37"
"2021/02/09","3084.67","-6.57","-0.21","31.71","0","1.25","1.38"
"2021/02/08","3091.24","-29.39","-0.94","31.78","0","1.25","1.37"
"2021/02/05","3120.63","33.08","1.07","32.08","0","1.26","1.36"
"2021/02/04","3087.55","-42.13","-1.35","31.74","0","1.25","1.37"
"2021/02/03","3129.68","32.87","1.06","32.18","0","1.26","1.36"
"2021/02/02","3096.81","40.28","1.32","31.84","0","1.25","1.37"
"2021/02/01","3056.53","80.32","2.70","31.42","0","1.23","1.39"
"2021/01/29","2976.21","-92.84","-3.03","30.59","0","1.20","1.43"
"2021/01/28","3069.05","-53.51","-1.71","31.55","0","1.24","1.38"
"2021/01/27","3122.56","-17.75","-0.57","32.10","0","1.26","1.36"
"2021/01/26","3140.31","-68.68","-2.14","32.28","0","1.27","1.35"
"2021/01/25","3208.99","68.36","2.18","33.02","0","1.30","1.32"
"2021/01/22","3140.63","-20.21","-0.64","32.26","0","1.27","1.35"
"2021/01/21","3160.84","46.29","1.49","32.47","0","1.27","1.34"
"2021/01/20","3114.55","21.89","0.71","31.99","0","1.26","1.36"
"2021/01/19","3092.66","78.73","2.61","31.76","0","1.25","1.37"
"2021/01/18","3013.93","-71.97","-2.33","30.95","0","1.21","1.41"
"2021/01/15","3085.90","-64.03","-2.03","31.67","0","1.24","1.38"
"2021/01/14","3149.93","1.64","0.05","32.33","0","1.27","1.35"
"2021/01/13","3148.29","22.34","0.71","32.31","0","1.27","1.35"
"2021/01/12","3125.95","-22.50","-0.71","32.08","0","1.26","1.36"
"2021/01/11","3148.45","-3.73","-0.12","32.31","0","1.27","1.35"
"2021/01/08","3152.18","120.50","3.97","32.35","0","1.27","1.35"
"2021/01/07","3031.68","63.47","2.14","31.11","0","1.22","1.40"
"2021/01/06","2968.21","-22.36","-0.75","30.45","0","1.20","1.43"
"2021/01/05","2990.57","46.12","1.57","30.68","0","1.20","1.42"
"2021/01/04","2944.45","70.98","2.47","30.20","0","1.19","1.44"
